MAL_ID,Genre
5472,Comedy
5472,Drama
5472,Slice of Life
5473,Slice of Life
5473,Comedy
5474,Comedy
5474,Fantasy
5474,Kids
5475,Action
5475,Adventure
5475,Comedy
5475,Mecha
5475,Sci-Fi
5476,Magic
5476,Shoujo
5477,Parody
5477,Comedy
5477,Sci-Fi
5478,Adventure
5478,Fantasy
5478,Kids
5484,Adventure
5484,Comedy
5484,Supernatural
5484,Fantasy
5484,Shounen
5485,Action
5485,Super Power
5485,Drama
5485,Mecha
5485,Shounen
5492,Sci-Fi
5492,Slice of Life
5493,Action
5493,Comedy
5493,Supernatural
5493,Martial Arts
5493,Shounen
5494,Drama
5494,Historical
5494,Kids
5494,Slice of Life
5496,Action
5496,Adventure
5496,Martial Arts
5501,Action
5501,Parody
5501,Dementia
5503,Kids
5504,Drama
5504,Fantasy
5504,Music
5504,Romance
5504,School
5505,Action
5505,Military
5505,Sci-Fi
5507,Action
5507,Military
5507,Romance
5515,Mecha
5515,Sci-Fi
5520,Fantasy
5520,Magic
5520,Comedy
5521,Action
5521,Comedy
5521,Harem
5521,Parody
5521,Romance
5522,Hentai
5525,Action
5525,Demons
5525,Fantasy
5525,Josei
5525,Magic
5525,Military
5526,Comedy
5526,Fantasy
5526,Kids
5529,Comedy
5529,Fantasy
5529,Kids
5530,Adventure
5530,Fantasy
5530,Mystery
5530,Shounen
5530,Supernatural
5534,Romance
5534,Slice of Life
5535,Adventure
5535,Slice of Life
5535,Kids
5535,Drama
5538,Adventure
5538,Slice of Life
5538,Supernatural
5538,Fantasy
5538,Shounen
5539,Action
5539,Sci-Fi
5540,Hentai
5541,Hentai
5542,Hentai
5543,Hentai
5544,Hentai
5544,Yuri
5545,Hentai
5546,Hentai
5547,Hentai
5548,Hentai
5549,Action
5549,Comedy
5549,Ecchi
5549,Parody
5550,Hentai
5551,Hentai
5552,Hentai
5553,Hentai
5554,Comedy
5554,Parody
5554,Horror
5554,Supernatural
5554,Shoujo
5555,Hentai
5556,Hentai
5557,Hentai
5558,Hentai
5559,Hentai
5560,Hentai
5561,Hentai
5563,Hentai
5564,Hentai
5565,Hentai
5566,Hentai
5566,Historical
5567,Hentai
5568,Hentai
5569,Hentai
5570,Hentai
5571,Hentai
5572,Hentai
5573,Hentai
5575,Hentai
5576,Hentai
5578,Adventure
5578,Mystery
5578,Comedy
5578,Police
5578,Shounen
5581,Action
5581,Adventure
5583,Action
5584,Ecchi
5584,Magic
5585,Ecchi
5585,Magic
5586,Hentai
5587,Hentai
5588,Hentai
5589,Hentai
5589,Sports
5590,Hentai
5593,Action
5593,Seinen
5594,Kids
5597,Comedy
5597,Romance
5597,Supernatural
5600,Kids
5600,Adventure
5600,Historical
5602,Fantasy
5603,Drama
5603,Hentai
5603,Supernatural
5605,Hentai
5606,Hentai
5607,Hentai
5608,Hentai
5608,School
5609,Hentai
5610,Hentai
5611,Hentai
5612,Hentai
5613,Hentai
5614,Hentai
5618,Slice of Life
5618,Comedy
5618,Shounen
5620,Action
5620,Mecha
5620,Romance
5621,Hentai
5622,Dementia
5622,Psychological
5624,Action
5624,Adventure
5624,Military
5624,Horror
5628,Space
5628,Comedy
5628,Sci-Fi
5629,Mecha
5629,Sci-Fi
5629,Space
5630,Action
5630,Sci-Fi
5630,Mystery
5630,Drama
5630,Romance
5630,Thriller
5631,Drama
5631,Samurai
5632,Fantasy
5636,Action
5636,Adventure
5636,Police
5636,Mecha
5640,Drama
5640,Romance
5643,Hentai
5643,School
5644,Hentai
5645,Hentai
5646,Hentai
5647,Ecchi
5647,Harem
5647,School
5648,Comedy
5648,Seinen
5649,Hentai
5651,Hentai
5652,Adventure
5652,Sci-Fi
5653,Demons
5653,Hentai
5653,School
5653,Supernatural
5656,Kids
5656,Adventure
5656,Sci-Fi
5658,Action
5658,Mecha
5658,Sci-Fi
5658,Shounen
5661,Samurai
5662,Music
5663,Hentai
5664,Hentai
5665,Hentai
5667,Comedy
5667,Ecchi
5667,Harem
5667,School
5667,Sci-Fi
5667,Shounen
5670,Slice of Life
5670,Comedy
5670,School
5670,Seinen
5671,Game
5671,School
5671,Slice of Life
5673,Adventure
5673,Historical
5673,Drama
5674,Hentai
5674,Romance
5674,School
5674,Sports
5675,Sports
5675,Mecha
5675,Shounen
5678,Comedy
5678,Drama
5678,Romance
5678,Fantasy
5680,Music
5680,Slice of Life
5680,Comedy
5680,School
5681,Sci-Fi
5681,Comedy
5682,Action
5682,Drama
5682,Seinen
5682,Thriller
5684,Action
5684,Slice of Life
5684,Comedy
5684,Magic
5684,Fantasy
5684,Shoujo
5686,Hentai
5687,Hentai
5688,Adventure
5688,Comedy
5688,Horror
5688,Supernatural
5688,Fantasy
5689,Adventure
5689,Drama
5689,Fantasy
5690,Comedy
5690,Josei
5690,Music
5690,Romance
5691,Action
5691,Adventure
5691,Magic
5691,Martial Arts
5691,School
5691,Sci-Fi
5691,Super Power
5693,Historical
5702,Action
5702,Super Power
5702,Magic
5702,Romance
5702,Fantasy
5710,Comedy
5712,Kids
5712,Slice of Life
5712,Adventure
5712,Fantasy
5713,Comedy
5713,Slice of Life
5715,Action
5715,Ecchi
5715,Parody
5715,Adventure
5715,Game
5715,Comedy
5715,School
5717,Harem
5717,Music
5717,School
5717,Shoujo
5719,Comedy
5719,Drama
5719,Supernatural
5719,Yaoi
5723,Military
5723,Sci-Fi
5723,Space
5723,Mecha
5725,Action
5725,Adventure
5725,Game
5725,Kids
5725,Sci-Fi
5733,Romance
5733,Hentai
5734,Harem
5734,Romance
5734,Supernatural
5742,Action
5742,Adventure
5742,Space
5742,Sci-Fi
5743,Hentai
5751,Comedy
5751,Sports
5751,School
5751,Shounen
5753,Action
5753,Fantasy
5753,Magic
5753,Shoujo
5755,Action
5755,Space
5755,Mecha
5755,Military
5755,Sci-Fi
5755,Shounen
5760,Action
5760,Adventure
5760,Supernatural
5762,Comedy
5762,Harem
5762,Hentai
5763,Action
5763,Drama
5763,Military
5763,Sci-Fi
5763,Space
5764,Comedy
5764,Ecchi
5764,Fantasy
5764,Harem
5764,Magic
5772,Comedy
5772,Ecchi
5772,Harem
5772,Romance
5773,Hentai
5774,Comedy
5774,Drama
5774,Romance
5774,School
5774,Yaoi
5781,Action
5781,Comedy
5781,Ecchi
5781,Fantasy
5781,Harem
5781,Mecha
5781,School
5783,Adventure
5783,Comedy
5784,Drama
5784,Romance
5784,Sci-Fi
5784,Yaoi
5785,Fantasy
5799,Comedy
5799,Romance
5799,School
5799,Slice of Life
5802,Fantasy
5802,Supernatural
5809,Kids
5810,Comedy
5810,Super Power
5811,Action
5812,Action
5813,Action
5814,Action
5814,Sports
5819,Fantasy
5821,Comedy
5821,Kids
5826,Sports
5828,Action
5828,Demons
5828,Supernatural
5829,Action
5829,Mecha
5829,Sci-Fi
5830,Kids
5830,Comedy
5832,Action
5832,Sports
5832,Drama
5833,Action
5833,Comedy
5833,Kids
5833,Magic
5833,Mecha
5833,Sci-Fi
5833,Shounen
5833,Super Power
5834,Drama
5834,Sports
5835,Drama
5835,Romance
5835,Shoujo
5838,Action
5838,Adventure
5841,Comedy
5842,Comedy
5844,Adventure
5844,Comedy
5844,Fantasy
5844,Kids
5845,Action
5845,Comedy
5845,Fantasy
5845,Kids
5848,Fantasy
5849,Action
5849,Comedy
5849,Supernatural
5849,Shounen
5854,Action
5854,Adventure
5854,Drama
5854,Historical
5854,Romance
5859,Action
5859,Super Power
5859,Sci-Fi
5862,Sci-Fi
5865,Comedy
5865,Drama
5865,Romance
5865,Shounen
5865,Slice of Life
5868,Music
5869,Action
5870,Action
5871,Action
5871,Adventure
5872,Action
5873,Action
5874,Action
5875,Comedy
5875,Demons
5876,Adventure
5876,Historical
5876,Fantasy
5877,Action
5877,Comedy
5877,Ecchi
5878,Fantasy
5878,Sci-Fi
5880,Comedy
5883,Action
5883,Sci-Fi
5883,Martial Arts
5883,Samurai
5886,Adventure
5886,Fantasy
5889,Action
5889,Fantasy
5890,Hentai
5890,Yuri
5891,Mecha
5895,Historical
5895,Magic
5900,Drama
5902,Drama
5902,Yaoi
5904,Drama
5904,Romance
5904,Seinen
5907,Adventure
5907,Fantasy
5907,Sci-Fi
5908,Comedy
5909,Harem
5909,Comedy
5909,Parody
5909,School
5914,Comedy
5914,Ecchi
5914,Shoujo Ai
5914,Slice of Life
5916,Drama
5917,Drama
5918,Mystery
5918,Horror
5918,Demons
5918,Psychological
5918,Supernatural
5918,Drama
5918,Magic
5918,Fantasy
5918,Shoujo
5920,Adventure
5920,Comedy
5920,Fantasy
5921,Adventure
5921,Demons
5921,Fantasy
5922,Adventure
5922,Demons
5922,Fantasy
5923,Adventure
5923,Demons
5923,Fantasy
5924,Drama
5924,Hentai
5924,Historical
5924,Psychological
5925,Music
5925,Fantasy
5926,Magic
5926,Mystery
5926,School
5927,Sci-Fi
5927,Comedy
5927,Romance
5928,Sci-Fi
5928,Drama
5928,Seinen
5929,Drama
5929,Historical
5930,Supernatural
5930,Fantasy
5930,Shoujo
5931,Adventure
5931,Fantasy
5931,Comedy
5933,Adventure
5933,Historical
5933,Drama
5934,Adventure
5934,Fantasy
5935,Adventure
5935,Historical
5936,Drama
5938,Fantasy
5938,Magic
5938,Comedy
5940,Action
5940,Adventure
5940,Fantasy
5941,Comedy
5941,Drama
5941,Romance
5941,School
5941,Shounen
5941,Sports
5943,Adventure
5943,Sci-Fi
5945,Sci-Fi
5945,Shounen
5947,Comedy
5953,Magic
5953,Shoujo
5955,Comedy
5955,Parody
5956,Comedy
5956,Parody
5956,Romance
5956,School
5956,Shounen
5957,Comedy
5958,Sci-Fi
5958,Harem
5958,Comedy
5958,Supernatural
5958,Romance
5958,Ecchi
5958,Shounen
5959,Hentai
5962,Adventure
5962,Comedy
5962,Sports
5967,Action
5967,Comedy
5967,Martial Arts
5967,Sci-Fi
5967,Shounen
5967,Sports
5968,Action
5968,Sci-Fi
5968,Comedy
5968,Sports
5968,Martial Arts
5968,Shounen
5973,Ecchi
5973,Comedy
5973,Sci-Fi
5973,Shounen
5978,Comedy
5978,School
5978,Shounen
5978,Supernatural
5983,Comedy
5984,Drama
5984,Josei
5984,Romance
5984,Slice of Life
5986,Adventure
5986,Fantasy
5987,Kids
5990,Action
5990,Sci-Fi
5990,Space
5990,Comedy
5990,Romance
5990,Fantasy
5992,Comedy
5992,Drama
5992,Romance
5992,School
5992,Shounen
5992,Slice of Life
5993,Hentai
5994,Comedy
5994,School
5994,Sports
5996,Action
5996,Comedy
5996,Sports
5996,Shounen
5997,Action
5997,Slice of Life
5997,Adventure
5997,Police
5997,Martial Arts
5997,Samurai
5997,Historical
5997,Drama
5997,Shounen
5998,Fantasy
6000,Action
6007,Adventure
6007,Fantasy
6007,Historical
6007,Romance
6008,Fantasy
6008,Magic
6008,Shoujo
6012,Historical
6012,Drama
6015,Hentai
6016,Action
6016,Horror
6016,Sci-Fi
6016,Super Power
6018,Drama
6023,Comedy
6023,Ecchi
6023,Romance
6024,Comedy
6024,Kids
6024,Slice of Life
6025,Action
6025,Hentai
6025,Sci-Fi
6028,Sci-Fi
6028,Comedy
6028,Shounen
6030,Action
6030,Sci-Fi
6030,Comedy
6030,Super Power
6030,Ecchi
6030,Seinen
6031,Martial Arts
6031,School
6031,Shounen
6032,Fantasy
6032,Mecha
6032,Drama
6033,Action
6033,Adventure
6033,Comedy
6033,Fantasy
6033,Martial Arts
6033,Shounen
6033,Super Power
6038,Mecha
6038,Sci-Fi
6041,Harem
6041,Hentai
6041,School
6041,Yuri
6045,Slice of Life
6045,Drama
6045,Romance
6045,School
6045,Shoujo
6046,Action
6046,Adventure
6046,Fantasy
6046,Magic
6046,Military
6050,Action
6050,Adventure
6050,Supernatural
6050,Magic
6050,Ecchi
6050,Shounen
6055,Cars
6055,Shounen
6055,Sports
6056,Action
6056,Martial Arts
6056,Historical
6056,Shounen
6060,Drama
6060,Romance
6061,Fantasy
6061,Horror
6062,Action
6062,Adventure
6062,Comedy
6062,Shounen
6063,Comedy
6063,Kids
6064,Comedy
6064,Parody
6065,Romance
6065,School
6067,Action
6067,Adventure
6067,Comedy
6068,Comedy
6068,School
6069,Mystery
6069,Comedy
6069,Horror
6069,Demons
6069,Supernatural
6071,Fantasy
6072,Kids
6072,Adventure
6072,Fantasy
6073,Space
6073,Comedy
6073,Sci-Fi
6074,Space
6074,Comedy
6074,Sci-Fi
6075,Comedy
6076,Comedy
6076,Drama
6076,Sports
6077,Comedy
6077,Fantasy
6078,Sci-Fi
6078,Space
6078,Seinen
6087,Action
6087,Drama
6087,Mecha
6087,Sci-Fi
6090,Action
6090,Magic
6090,Martial Arts
6091,Action
6091,Mystery
6093,Comedy
6093,Historical
6093,Shoujo
6094,Fantasy
6094,Kids
6095,Comedy
6095,Romance
6095,Shoujo
6095,Slice of Life
6096,Action
6096,Comedy
6096,Seinen
6097,Hentai
6097,Comedy
6097,School
6098,Slice of Life
6098,Comedy
6098,Romance
6098,School
6098,Seinen
6107,Comedy
6112,Comedy
6112,Ecchi
6112,Fantasy
6112,Historical
6114,Drama
6114,Historical
6114,Seinen
6114,Thriller
6115,Action
6115,Adventure
6115,Comedy
6115,Mystery
6115,Shounen
6116,Slice of Life
6116,Comedy
6117,Comedy
6117,Romance
6117,School
6117,Shoujo
6119,Comedy
6119,Kids
6120,Demons
6120,Hentai
6120,Martial Arts
6120,Yuri
6122,Hentai
6124,Adventure
6124,Drama
6124,Fantasy
6124,Historical
6124,Supernatural
6127,Comedy
6129,Supernatural
6129,Drama
6129,Magic
6129,Romance
6129,Fantasy
6130,Comedy
6131,Comedy
6133,Hentai
6137,Music
6137,Kids
6148,Slice of Life
6148,Comedy
6148,Seinen
6149,Slice of Life
6149,Comedy
6149,Kids
6149,School
6150,Slice of Life
6150,Historical
6150,Kids
6151,Action
6151,Fantasy
6151,Super Power
6152,Action
6152,Fantasy
6152,Drama
6152,Sci-Fi
6153,Sci-Fi
6153,Adventure
6153,Fantasy
6153,Shounen
6154,Adventure
6154,Sci-Fi
6154,Shounen
6156,Adventure
6156,Comedy
6156,Kids
6162,Action
6162,Adventure
6162,Cars
6162,Sci-Fi
6163,Action
6163,Mystery
6163,Comedy
6163,Historical
6163,Demons
6163,Supernatural
6163,Shounen
6164,Romance
6164,Shoujo Ai
6164,Slice of Life
6165,Drama
6165,Harem
6165,Music
6165,Romance
6166,Comedy
6166,Ecchi
6166,Harem
6166,Romance
6166,Sci-Fi
6169,Action
6169,Fantasy
6169,Magic
6169,Super Power
6169,Supernatural
6171,Action
6171,Adventure
6171,Martial Arts
6171,Shounen
6171,Super Power
6171,Supernatural
6172,Adventure
6172,Mystery
6178,Action
6178,Adventure
6178,Comedy
6178,Drama
6178,Fantasy
6178,Kids
6181,Fantasy
6182,Historical
6182,Drama
6182,Romance
6183,Fantasy
6184,Supernatural
6184,Demons
6187,Comedy
6187,Josei
6187,Music
6187,Romance
6187,Slice of Life
6189,Adventure
6189,Sci-Fi
6194,Hentai
6195,Slice of Life
6198,Police
6198,Comedy
6198,Mystery
6198,Shounen
6199,Magic
6201,Harem
6201,Comedy
6201,Ecchi
6201,School
6202,Adventure
6202,Drama
6203,Comedy
6203,Romance
6203,School
6203,Shoujo Ai
6205,Action
6205,Comedy
6205,Ecchi
6205,Romance
6205,School
6205,Shoujo Ai
6205,Super Power
6206,Comedy
6209,Music
6209,Slice of Life
6209,Space
6209,Mecha
6211,Drama
6213,Action
6213,Sci-Fi
6213,Super Power
6215,Action
6215,Adventure
6215,Magic
6215,Super Power
6215,Music
6215,Sci-Fi
6217,Sci-Fi
6217,Comedy
6217,Historical
6217,Seinen
6219,Fantasy
6219,Romance
6219,Slice of Life
6220,Hentai
6226,Action
6226,Drama
6226,Fantasy
6227,Comedy
6227,Drama
6227,Ecchi
6227,Harem
6227,Music
6229,Action
6229,Drama
6229,Historical
6229,Military
6230,Action
6230,Drama
6230,Historical
6230,Military
6231,Mystery
6231,Shounen
6234,Comedy
6234,Parody
6234,School
6235,Hentai
6245,Comedy
6245,Sci-Fi
6245,Seinen
6246,Drama
6251,Slice of Life
6251,Comedy
6261,Kids
6261,Adventure
6261,Comedy
6261,Drama
6262,Adventure
6262,Fantasy
6262,Historical
6262,Drama
6266,Drama
6266,School
6266,Slice of Life
6267,Fantasy
6267,Horror
6267,Magic
6268,Romance
6270,Fantasy
6270,Horror
6271,Horror
6272,Historical
6273,Historical
6275,Adventure
6275,Fantasy
6275,Kids
6276,Horror
6277,Fantasy
6277,Historical
6280,Action
6280,Fantasy
6280,Military
6281,Sci-Fi
6281,Seinen
6286,Hentai
6286,Yuri
6287,Ecchi
6287,Comedy
6288,Action
6288,Mecha
6288,Sci-Fi
6288,Space
6291,Action
6291,Military
6291,Adventure
6291,Mecha
6293,Action
6293,School
6293,Shounen
6297,Action
6297,Adventure
6297,Comedy
6297,Kids
6297,Super Power
6299,Comedy
6303,Adventure
6303,Comedy
6305,Music
6305,School
6310,Comedy
6311,Comedy
6311,Kids
6311,Magic
6311,School
6312,Action
6312,Adventure
6312,Comedy
6312,Police
6318,Comedy
6318,Ecchi
6318,Magic
6318,Mecha
6318,Parody
6324,Action
6324,Harem
6324,Comedy
6324,Demons
6324,Supernatural
6324,Romance
6324,Ecchi
6324,Fantasy
6325,Action
6325,Comedy
6325,Martial Arts
6325,Shounen
6325,Super Power
6327,Fantasy
6327,Shoujo
6328,Hentai
6328,Psychological
6330,Comedy
6330,Supernatural
6330,Fantasy
6331,Action
6331,Military
6331,Sci-Fi
6331,Space
6331,Comedy
6331,Parody
6331,Mecha
6336,Action
6336,Drama
6336,Mecha
6336,Military
6336,Sci-Fi
6336,Space
6337,Hentai
6344,Action
6344,Adventure
6344,Horror
6344,Supernatural
6344,Drama
6346,Romance
6346,Shoujo
6347,Comedy
6347,Romance
6347,School
6347,Super Power
6351,Drama
6351,Romance
6351,School
6355,Comedy
6361,Drama
6361,Music
6366,Slice of Life
6366,Comedy
6366,Drama
6366,Romance
6366,Seinen
6368,Magic
6372,Comedy
6372,Drama
6372,Mystery
6372,Romance
6372,Slice of Life
6372,Thriller
6374,Action
6374,Adventure
6374,Sci-Fi
6374,Shounen
6375,Action
6375,Adventure
6375,Sci-Fi
6375,Shounen
6377,Comedy
6377,Parody
6377,School
6377,Shounen
6379,Comedy
6379,Ecchi
6379,School
6379,Seinen
6380,Action
6380,Comedy
6380,Sci-Fi
6381,Action
6381,Ecchi
6381,Magic
6381,Military
6381,Sci-Fi
6383,Action
6383,Adventure
6383,Sci-Fi
6383,Shounen
6384,Seinen
6385,Fantasy
6385,Kids
6390,Sci-Fi
6392,Ecchi
6392,Sports
6397,Drama
6397,Slice of Life
6399,Music
6401,Music
6402,Hentai
6408,Mystery
6408,Drama
6408,Romance
6408,School
6412,Music
6413,Action
6413,Comedy
6413,Demons
6413,Supernatural
6418,Action
6418,Comedy
6418,Shounen
6418,Sports
6419,Ecchi
6419,Comedy
6419,Romance
6419,Seinen
6421,Military
6421,Adventure
6421,Drama
6421,Magic
6421,Fantasy
6421,Shounen
6422,Hentai
6425,Game
6425,Comedy
6425,Ecchi
6428,Action
6428,Mecha
6428,Super Power
6428,Sci-Fi
6431,Comedy
6437,Adventure
6437,Comedy
6437,Sci-Fi
6437,Space
6438,Adventure
6438,Comedy
6438,Mystery
6438,Police
6438,Shounen
6443,Action
6443,Ecchi
6443,Adventure
6443,Comedy
6444,Adventure
6444,Supernatural
6444,Fantasy
6444,Shounen
6447,Sci-Fi
6447,Mecha
6447,Shounen
6448,Action
6448,Sci-Fi
6448,Space
6448,Super Power
6452,Action
6452,Mecha
6452,Sci-Fi
6460,Action
6460,Adventure
6460,Comedy
6460,Seinen
6462,Supernatural
6462,Fantasy
6463,Sci-Fi
6463,Kids
6465,Hentai
6467,Action
6467,Mystery
6467,Police
6467,Shounen
6468,Slice of Life
6468,Comedy
6472,Horror
6479,Slice of Life
6479,Romance
6479,Shoujo Ai
6481,Kids
6482,Kids
6484,Action
6484,Comedy
6489,Action
6489,Adventure
6489,Comedy
6489,Drama
6489,Ecchi
6489,Fantasy
6489,Harem
6489,Magic
6489,Romance
6489,School
6491,Music
6491,Slice of Life
6492,Drama
6492,Magic
6492,Fantasy
6492,Shoujo
6496,Adventure
6496,Comedy
6496,Magic
6496,Romance
6500,Action
6500,Super Power
6500,Supernatural
6500,Ecchi
6500,Seinen
6505,Comedy
6505,Romance
6509,Comedy
6509,Drama
6509,Kids
6509,Slice of Life
6511,Action
6511,Adventure
6511,Space
6511,Mecha
6511,Shounen
6512,Harem
6512,Comedy
6512,Romance
6513,Space
6513,Music
6517,Kids
6518,Kids
6519,Kids
6520,Comedy
6520,Fantasy
6520,Kids
6520,Slice of Life
6522,Kids
6523,Kids
6524,Adventure
6524,Kids
6525,Slice of Life
6525,Comedy
6527,Action
6527,Comedy
6527,Fantasy
6527,Magic
6527,Shoujo
6528,Comedy
6531,Hentai
6533,Music
6535,Dementia
6535,Psychological
6535,Romance
6546,Yaoi
6547,Action
6547,Comedy
6547,Drama
6547,School
6547,Supernatural
6548,Ecchi
6548,Music
6553,Comedy
6553,Romance
6553,Shounen Ai
6554,Kids
6554,Adventure
6555,Adventure
6555,Comedy
6555,Fantasy
6555,Kids
6557,Adventure
6557,Comedy
6557,Fantasy
6557,Magic
6558,Hentai
6558,Yuri
6560,Comedy
6560,Dementia
6566,Comedy
6566,Sci-Fi
6567,Action
6567,Sci-Fi
6567,Comedy
6567,Romance
6567,School
6568,School
6571,Comedy
6571,Romance
6571,Slice of Life
6572,Action
6572,Drama
6572,Fantasy
6572,Romance
6572,School
6572,Supernatural
6573,Action
6573,Sci-Fi
6573,Mystery
6573,Super Power
6574,Slice of Life
6574,Comedy
6574,Seinen
6577,Action
6577,Martial Arts
6577,Mecha
6577,Super Power
6579,Action
6579,Game
6579,Drama
6581,Action
6581,Historical
6581,Martial Arts
6581,Samurai
6582,Comedy
6582,Parody
6582,Seinen
6582,Super Power
6583,Adventure
6583,Fantasy
6583,Comedy
6583,Demons
6583,Sci-Fi
6586,Kids
6586,School
6586,Shoujo
6587,Action
6587,Martial Arts
6587,Super Power
6590,Hentai
6590,Demons
6590,Martial Arts
6590,Fantasy
6591,Historical
6591,Romance
6593,Adventure
6593,Fantasy
6593,Kids
6594,Action
6594,Adventure
6594,Historical
6594,Martial Arts
6594,Romance
6604,Comedy
6604,Slice of Life
6607,Adventure
6607,Fantasy
6609,Comedy
6609,Parody
6609,Romance
6610,Action
6610,Thriller
6610,Mystery
6610,Sci-Fi
6616,Action
6616,Romance
6616,Samurai
6616,Sci-Fi
6622,Hentai
6624,Action
6624,Mystery
6624,Romance
6624,Super Power
6624,Thriller
6625,Comedy
6625,Slice of Life
6628,Comedy
6629,Slice of Life
6629,Comedy
6629,Shoujo
6630,Adventure
6630,Shoujo
6630,Slice of Life
6633,Action
6633,Adventure
6633,Ecchi
6633,Fantasy
6634,Action
6634,Historical
6634,Super Power
6634,Martial Arts
6634,Samurai
6635,Hentai
6636,Action
6636,Sci-Fi
6636,Police
6636,Mecha
6637,Action
6637,Comedy
6637,Drama
6637,Mystery
6637,Romance
6637,Thriller
6641,Comedy
6641,Music
6645,Ecchi
6645,Comedy
6645,School
6645,Seinen
6653,Drama
6653,Sci-Fi
6653,Space
6654,Comedy
6654,Samurai
6657,Comedy
6657,Slice of Life
6658,Comedy
6658,Magic
6666,Music
6667,Music
6670,Music
6671,Adventure
6671,Sci-Fi
6672,Action
6672,Mecha
6672,Sci-Fi
6674,Mystery
6674,Comedy
6675,Action
6675,Sci-Fi
6675,Cars
6675,Sports
6676,Action
6676,Supernatural
6676,Mecha
6680,Supernatural
6680,Historical
6682,Action
6682,Ecchi
6682,Super Power
6682,Supernatural
6684,Comedy
6685,Hentai
6686,Hentai
6687,Comedy
6688,Slice of Life
6688,Historical
6689,Hentai
6690,Harem
6690,Hentai
6691,Hentai
6692,Hentai
6693,Comedy
6693,Kids
6694,Hentai
6695,Adventure
6695,Comedy
6695,Fantasy
6701,Kids
6701,Adventure
6701,Fantasy
6701,Magic
6702,Action
6702,Adventure
6702,Comedy
6702,Magic
6702,Fantasy
6702,Shounen
6704,Action
6704,Adventure
6704,Ecchi
6704,Fantasy
6705,Comedy
6707,Action
6707,Comedy
6707,Historical
6707,Demons
6707,Supernatural
6707,Shounen
6709,Comedy
6709,Harem
6709,Romance
6709,Slice of Life
6712,Comedy
6712,Romance
6712,Supernatural
6713,Comedy
6713,Music
6714,Action
6714,Adventure
6714,Comedy
6714,Super Power
6714,Martial Arts
6714,Fantasy
6714,Shounen
6718,Action
6718,Military
6718,Sci-Fi
6718,Adventure
6721,Action
6721,Comedy
6726,Drama
6726,Romance
6726,Shoujo
6727,Comedy
6727,Sci-Fi
6728,Drama
6730,Kids
6731,Comedy
6731,Kids
6731,Super Power
6733,Space
6733,Drama
6733,Sci-Fi
6734,Sci-Fi
6734,Space
6735,Sci-Fi
6735,Space
6736,Mystery
6736,Seinen
6736,Supernatural
6736,Thriller
6741,Action
6741,Comedy
6741,Demons
6741,Magic
6741,Fantasy
6743,Comedy
6743,Fantasy
6746,Action
6746,Mystery
6746,Supernatural
6747,Action
6747,Supernatural
6747,Vampire
6748,Comedy
6748,Magic
6749,Action
6749,Music
6758,Action
6758,Fantasy
6758,Seinen
6758,Super Power
6759,Comedy
6759,Slice of Life
6760,Comedy
6761,Comedy
6762,Comedy
6768,Action
6768,Military
6768,Super Power
6768,Mecha
6769,Music
6771,Adventure
6771,Fantasy
6771,Kids
6772,Action
6772,Fantasy
6772,Mecha
6772,Military
6772,Shounen
6773,Action
6773,Supernatural
6773,Drama
6773,Romance
6773,Fantasy
6774,Comedy
6774,Psychological
6774,Drama
6774,Seinen
6777,Music
6779,Comedy
6779,Fantasy
6779,Kids
6779,Magic
6783,Mystery
6783,Drama
6783,Romance
6787,Action
6787,Drama
6787,Fantasy
6787,Shoujo
6787,Supernatural
6791,Ecchi
6791,Romance
6791,Slice of Life
6792,Parody
6792,Comedy
6792,Mecha
6792,Sci-Fi
6793,Comedy
6793,Demons
6793,Historical
6793,Shounen
6793,Supernatural
6794,Action
6794,Super Power
6794,Martial Arts
6794,Seinen
6795,Sci-Fi
6795,Music
6795,Dementia
6795,Fantasy
6796,Sci-Fi
6796,Comedy
6797,Comedy
6797,Kids
6798,Kids
6800,Action
6800,Sci-Fi
6800,Mecha
6800,Shounen
6802,Military
6802,Sci-Fi
6802,Music
6802,Slice of Life
6809,Horror
6811,Action
6811,Adventure
6811,Comedy
6811,Historical
6811,Demons
6811,Supernatural
6811,Magic
6811,Romance
6811,Fantasy
6811,Shounen
6822,Comedy
6822,Slice of Life
6823,Fantasy
6827,Fantasy
6828,Comedy
6829,Action
6830,Action
6830,Historical
6830,Samurai
6831,Supernatural
6832,Supernatural
6833,Action
6834,Adventure
6835,Historical
6836,Action
6836,Samurai
6837,Comedy
6838,Adventure
6838,Cars
6839,Action
6839,Samurai
6840,Comedy
6840,Sports
6841,Samurai
6842,Sports
6843,Adventure
6844,Military
6846,Adventure
6846,Music
6847,Adventure
6848,Action
6849,Adventure
6850,Action
6850,Military
6851,Adventure
6852,Adventure
6855,Adventure
6856,Music
6857,Military
6857,Historical
6857,Kids
6861,Sci-Fi
6861,Dementia
6861,Fantasy
6862,Comedy
6862,Music
6862,School
6862,Slice of Life
6864,Mystery
6864,Supernatural
6867,Action
6867,Drama
6867,Military
6867,Sci-Fi
6868,Comedy
6872,Action
6872,Adventure
6872,Drama
6872,Sci-Fi
6872,Shounen
6875,Action
6875,Mecha
6875,Drama
6877,Adventure
6877,Comedy
6877,Fantasy
6877,Kids
6878,Adventure
6878,Comedy
6880,Action
6880,Horror
6880,Sci-Fi
6880,Shounen
6880,Supernatural
6882,Comedy
6882,Ecchi
6882,School
